name,pressure_bar,temperature_K,target_mol_kg,density_g_cm3,target_cm3_cm3,pred_cm3_cm3,abs_error,rel_error_pct,sf_lcd,sf_pld,sf_vf,status
DB0-m3_o2_o22_f0_pcu.sym.17,10.0,298.15,0.036871,0.7697,0.6361,103.8687,103.2326,16229.33,6.11,1.5,0.245,ok
DB0-m3_o6_o28_f0_pcu.sym.82,10.0,298.15,0.036876,0.3506,0.2898,133.0236,132.7339,45802.95,9.38,2.35,0.695,ok
DB15-pcu_N65_E225_opt,10.0,298.15,0.036885,0.3011,0.2489,114.3605,114.1116,45843.95,8.95,3.51,0.766,ok
DB0-m2_o14_o25_f0_nbo.sym.10,10.0,298.15,0.036888,0.4019,0.3323,147.0225,146.6902,44138.98,8.82,5.02,0.679,ok
DB1-Zn2O8N2-ADC_A-DPAC_A_No17,10.0,298.15,0.036902,0.3621,0.2995,133.6677,133.3682,44526.81,7.09,3.05,0.735,ok
DB1-Zn2O8N2-DPAC_A-irmof20_A_No541,10.0,298.15,0.036906,0.403,0.3334,149.9689,149.6356,44888.14,12.11,3.06,0.708,ok
DB7-ddmof_18374,10.0,298.15,0.036906,0.3047,0.252,103.9805,103.7285,41158.93,11.51,6.68,0.762,ok
DB0-m2_o11_o24_f0_pcu.sym.84,10.0,298.15,0.062298,0.9201,1.2848,109.9901,108.7054,8460.97,4.42,1.5,0.28,ok
DB1-Cu2O8N2-BDC_A-DPAC_A_No551,10.0,298.15,0.062321,0.8469,1.1831,124.691,123.5079,10439.74,11.23,1.5,0.407,ok
DB0-m3_o24_o52_f0_fsc.sym.14,10.0,298.15,0.062335,0.9981,1.3945,113.2292,111.8347,8019.7,6.01,1.5,0.258,ok
DB0-m2_o16_o29_f0_pcu.sym.3,10.0,298.15,0.062358,0.5225,0.7303,153.3025,152.5722,20892.28,11.0,1.5,0.508,ok
DB0-m3_o24_o52_f0_fsc.sym.1,10.0,298.15,0.062361,0.9117,1.2743,117.4113,116.137,9113.67,6.0,1.5,0.305,ok
DB0-m1_o41_o20_fsc,10.0,298.15,0.062363,0.6512,0.9102,133.2023,132.2921,14534.4,6.67,1.5,0.533,ok
DB0-m3_o93_o23_f0_fsc.sym.9,10.0,298.15,0.062378,0.935,1.3072,144.9865,143.6793,10991.03,5.68,1.5,0.216,ok
DB0-m3_o7_o15_f0_pcu.sym.35,10.0,298.15,0.062396,0.6937,0.9702,124.6575,123.6873,12748.76,7.12,1.5,0.435,ok
DB0-m2_o16_o28_f0_pcu.sym.104,10.0,298.15,0.062429,0.5797,0.8111,160.3638,159.5526,19670.18,9.34,1.5,0.479,ok
DB0-m3_o96_o23_f0_fsc.sym.8,10.0,298.15,0.062444,0.6157,0.8617,156.2901,155.4284,18036.91,6.4,1.65,0.475,ok
DB0-m3_o25_o115_f0_fsc.sym.41,10.0,298.15,0.062468,0.5915,0.8282,163.4881,162.66,19641.0,6.67,2.06,0.484,ok
DB5-hypotheticalMOF_5036689_1_1_1_18_24_0,10.0,298.15,0.062473,0.6254,0.8758,157.8055,156.9298,17919.37,6.8,2.17,0.489,ok
DB0-m9_o3_o25_f0_sra.sym.58,10.0,298.15,0.062497,0.751,1.0519,132.5604,131.5084,12501.48,10.66,1.5,0.299,ok
DB0-m2_o11_o18_f0_pcu.sym.6,10.0,298.15,0.062516,0.7199,1.0087,133.0594,132.0506,13091.12,6.38,1.5,0.392,ok
DB0-m3_o16_o43_f0_fsc.sym.16,10.0,298.15,0.199849,0.8433,3.7773,171.1989,167.4216,4432.28,6.02,1.5,0.313,ok
DB0-m3_o52_o13_f0_fsc.sym.4,10.0,298.15,0.199964,0.8585,3.8477,138.8959,135.0482,3509.82,6.03,1.5,0.267,ok
DB0-m3_o158_o151_f0_fsc.sym.42,10.0,298.15,0.200008,0.8274,3.7092,142.3662,138.6571,3738.21,7.75,1.5,0.285,ok
DB0-m3_o440_o158_f0_fsc.sym.53,10.0,298.15,0.200016,1.0774,4.8302,130.7935,125.9633,2607.85,5.38,1.5,0.154,ok
DB0-m3_o43_o155_f0_fsc.sym.37,10.0,298.15,0.200143,0.7663,3.4375,163.4005,159.963,4653.41,7.03,1.5,0.299,ok
DB5-hypotheticalMOF_5074449_0_0_2_23_10_12,10.0,298.15,0.20015,0.8741,3.9215,130.3379,126.4164,3223.66,6.82,1.5,0.088,ok
DB0-m3_o153_o159_f0_fsc.sym.5,10.0,298.15,0.200234,0.8805,3.9517,160.7941,156.8425,3969.01,5.36,1.5,0.233,ok
DB0-m3_o44_o158_f0_fsc.sym.38,10.0,298.15,0.200276,1.1106,4.9856,93.3963,88.4107,1773.34,5.43,1.5,0.05,ok
DB0-m3_o153_o13_f0_fsc.sym.7,10.0,298.15,0.200644,0.9662,4.3454,154.5403,150.1949,3456.41,5.22,1.5,0.266,ok
DB0-m3_o450_o158_f0_fsc.sym.95,10.0,298.15,0.200809,0.9982,4.4928,121.7792,117.2864,2610.52,5.36,1.5,0.088,ok
DB0-m3_o1520_o155_f0_fsc.sym.12,10.0,298.15,0.200875,0.769,3.4624,161.3986,157.9362,4561.44,7.02,1.5,0.341,ok
DB0-m2_o42_o150_f0_fsc,10.0,298.15,0.200997,0.8804,3.9663,154.9552,150.9888,3806.75,5.36,1.5,0.263,ok
DB0-m3_o148_o159_f0_fsc.sym.2,10.0,298.15,0.201201,0.9256,4.1741,156.5417,152.3675,3650.28,5.36,1.5,0.235,ok
DB0-m3_o153_o159_f0_fsc.sym.61,10.0,298.15,0.201245,0.9006,4.0623,152.8101,148.7478,3661.68,5.36,1.5,0.229,ok
DB0-m3_o18_o145_f0_fsc,10.0,298.15,0.201499,0.8459,3.8206,152.974,149.1534,3903.88,5.68,1.5,0.275,ok
DB0-m3_o25_o46_f0_fsc.sym.48,10.0,298.15,0.201659,1.3225,5.9776,129.9188,123.9412,2073.43,5.68,1.5,0.25,ok
DB0-m3_o25_o490_f0_fsc.sym.23,10.0,298.15,0.201985,0.9565,4.3305,145.9227,141.5922,3269.67,5.73,1.5,0.18,ok
DB0-m3_o155_o44_f0_fsc.sym.26,10.0,298.15,0.283264,0.8019,5.0914,137.4871,132.3957,2600.37,7.03,1.5,0.216,ok
DB0-m3_o49_o13_f0_fsc.sym.13,10.0,298.15,0.283387,1.1397,7.2392,120.8345,113.5953,1569.17,4.58,1.5,0.05,ok
DB0-m3_o4_o42_f0_fsc,10.0,298.15,0.283488,1.0678,6.7848,145.9227,139.1379,2050.74,4.4,1.5,0.188,ok
DB0-m3_o18_o1490_f0_fsc.sym.34,10.0,298.15,0.283614,0.9845,6.2583,145.3759,139.1175,2222.91,5.69,1.5,0.189,ok
DB0-m3_o1470_o159_f0_fsc.sym.48,10.0,298.15,0.283635,1.0122,6.4347,137.1923,130.7576,2032.08,5.37,1.5,0.14,ok
DB0-m3_o17_o1500_f0_fsc.sym.16,10.0,298.15,0.283723,0.8421,5.3552,124.3566,119.0015,2222.18,5.99,1.5,0.21,ok
DB0-m3_o46_o159_f0_fsc.sym.55,10.0,298.15,0.28377,1.0623,6.7567,138.301,131.5443,1946.87,5.36,1.5,0.171,ok
DB12-CUVGOQ_freeONLY,10.0,298.15,0.283835,1.0021,6.3753,96.8913,90.5161,1419.8,5.34,1.5,0.05,ok
DB5-hypotheticalMOF_29125_0_0_2_25_7_12,10.0,298.15,0.283894,1.0343,6.5814,115.6893,109.1079,1657.83,7.08,1.5,0.05,ok
DB0-m3_o1490_o158_f0_fsc.sym.18,10.0,298.15,0.283983,0.982,6.2506,136.2386,129.988,2079.61,5.36,1.5,0.162,ok
DB0-m3_o153_o155_f0_fsc.sym.77,10.0,298.15,0.284084,0.8185,5.2121,154.8721,149.6601,2871.42,7.02,1.5,0.292,ok
DB0-m3_o1480_o159_f0_fsc.sym.70,10.0,298.15,0.28419,1.0838,6.9036,138.8959,131.9923,1911.94,5.38,1.5,0.095,ok
DB0-m3_o81_o22_f0_fsc.sym.3,10.0,298.15,0.28424,1.3493,8.5962,126.7158,118.1196,1374.09,5.9,1.5,0.05,ok
DB0-m3_o1520_o155_f0_fsc.sym.2,10.0,298.15,0.284513,0.8678,5.5339,153.1382,147.6043,2667.27,7.01,1.5,0.19,ok
DB0-m3_o160_o49_f0_fsc.sym.22,10.0,298.15,0.284543,1.0151,6.474,150.8562,144.3822,2230.2,5.36,1.5,0.162,ok
DB0-m3_o13_o510_f0_fsc.sym.67,10.0,298.15,0.284571,1.0928,6.9705,104.0085,97.038,1392.13,5.25,1.5,0.098,ok
DB0-m3_o152_o18_f0_fsc.sym.11,10.0,298.15,0.284684,0.9605,6.1287,139.4185,133.2898,2174.83,5.63,1.5,0.147,ok
DB0-m3_o152_o155_f0_fsc.sym.8,10.0,298.15,0.284684,0.8367,5.3387,154.4575,149.1188,2793.16,7.01,1.5,0.2,ok
DB12-DONNEA_freeONLY,10.0,298.15,0.284704,1.2349,7.8805,98.4948,90.6143,1149.86,4.42,1.5,0.105,ok
DB0-m3_o1530_o156_f0_fsc.sym.87,10.0,298.15,0.284855,0.878,5.6058,157.5519,151.9462,2710.54,6.99,1.5,0.214,ok
DB0-m3_o1490_o155_f0_fsc.sym.63,10.0,298.15,0.284947,0.9091,5.8063,151.6673,145.861,2512.14,7.02,1.5,0.197,ok
DB0-m3_o160_o147_f0_fsc.sym.25,10.0,298.15,0.285261,1.0158,6.4948,147.1803,140.6855,2166.12,5.36,1.5,0.143,ok
DB0-m3_o48_o159_f0_fsc.sym.64,10.0,298.15,0.285315,1.0399,6.65,141.4527,134.8027,2027.11,5.36,1.5,0.131,ok
DB0-m3_o152_o156_f0_fsc.sym.29,10.0,298.15,0.285407,0.8033,5.1391,166.1379,160.9988,3132.84,6.99,1.5,0.282,ok
DB0-m3_o43_o156_f0_fsc.sym.90,10.0,298.15,0.28566,0.7549,4.8337,155.2878,150.4541,3112.59,6.99,1.5,0.291,ok
DB0-m3_o156_o45_f0_fsc.sym.32,10.0,298.15,0.285661,0.8218,5.2621,144.3657,139.1036,2643.5,7.01,1.5,0.242,ok
DB0-m3_o24_o82_f0_fsc.sym.40,10.0,298.15,0.285675,1.45,9.2846,95.3137,86.0291,926.58,5.35,1.5,0.05,ok
DB0-m3_o153_o158_f0_fsc.sym.85,10.0,298.15,0.285716,0.9513,6.0919,118.9988,112.9069,1853.4,5.35,1.5,0.175,ok
DB0-m3_o480_o158_f0_fsc.sym.11,10.0,298.15,0.285724,1.0395,6.6571,144.5982,137.941,2072.08,5.34,1.5,0.168,ok
DB0-m3_o156_o510_f0_fsc.sym.5,10.0,298.15,0.285742,0.8487,5.4356,157.2988,151.8632,2793.87,7.01,1.5,0.322,ok
DB0-m3_o158_o47_f0_fsc.sym.15,10.0,298.15,0.28585,0.991,6.3491,144.0563,137.7072,2168.93,5.37,1.5,0.193,ok
DB0-m3_o16_o45_f0_fsc.sym.73,10.0,298.15,0.285891,1.0269,6.5805,156.2901,149.7096,2275.06,5.11,1.5,0.165,ok
DB0-m3_o147_o156_f0_fsc.sym.3,10.0,298.15,0.285894,1.0222,6.5503,131.3563,124.806,1905.35,7.02,1.5,0.071,ok
DB0-m3_o1490_o155_f0_fsc.sym.31,10.0,298.15,0.357529,0.9232,7.3985,140.9225,133.524,1804.73,7.03,1.5,0.152,ok
DB0-m3_o51_o4_f0_fsc.sym.35,10.0,298.15,0.357549,1.1064,8.8668,101.5895,92.7227,1045.74,5.22,1.5,0.083,ok
DB0-m3_o490_o158_f0_fsc.sym.34,10.0,298.15,0.357551,1.2112,9.7071,101.1532,91.4461,942.06,5.38,1.5,0.05,ok
DB5-hypotheticalMOF_35592_0_0_2_14_2_4,10.0,298.15,0.357568,1.0725,8.5957,135.1827,126.587,1472.68,5.34,1.5,0.236,ok
DB0-m3_o42_o155_f0_fsc.sym.11,10.0,298.15,0.357578,0.9478,7.5963,130.233,122.6368,1614.44,7.13,1.5,0.075,ok
DB0-m3_o24_o147_f0_fsc.sym.34,10.0,298.15,0.357689,1.3447,10.781,95.3137,84.5327,784.09,4.35,1.5,0.05,ok
DB0-m3_o1490_o156_f0_fsc.sym.8,10.0,298.15,0.357747,0.9338,7.4878,148.3691,140.8812,1881.47,7.0,1.5,0.201,ok
DB0-m3_o1520_o156_f0_fsc.sym.69,10.0,298.15,0.357939,0.8609,6.9072,151.9929,145.0857,2100.49,6.99,1.5,0.241,ok
DB0-m3_o153_o4_f0_fsc.sym.38,10.0,298.15,0.357997,1.1388,9.1376,120.5752,111.4375,1219.55,5.21,1.5,0.123,ok
DB0-m3_o16_o51_f0_fsc.sym.72,10.0,298.15,0.358001,1.0007,8.0297,105.6717,97.6419,1216.01,5.27,1.5,0.079,ok
DB0-m3_o48_o156_f0_fsc.sym.9,10.0,298.15,0.358051,0.9149,7.3426,160.4498,153.1072,2085.2,6.98,1.5,0.208,ok
DB0-m3_o155_o45_f0_fsc.sym.28,10.0,298.15,0.358318,0.8933,7.1744,131.8508,124.6764,1737.8,7.04,1.5,0.11,ok
DB0-m3_o1490_o156_f0_fsc.sym.19,10.0,298.15,0.358866,1.0643,8.5607,151.7486,143.1879,1672.61,6.99,1.5,0.196,ok
DB0-m3_o153_o158_f0_fsc.sym.17,10.0,298.15,0.358988,0.9519,7.6597,130.7584,123.0987,1607.1,5.36,1.5,0.1,ok
DB1-Al2O6-ADC_B-BDC_B_No351,10.0,298.15,0.359207,1.114,8.9691,97.3618,88.3927,985.52,8.29,1.5,0.05,ok
DB0-m3_o1480_o156_f0_fsc.sym.23,10.0,298.15,0.359229,0.9835,7.9186,151.2612,143.3426,1810.2,6.99,1.5,0.207,ok
DB0-m3_o1480_o156_f0_fsc.sym.20,10.0,298.15,0.359334,1.0305,8.3001,143.7475,135.4474,1631.88,7.0,1.5,0.194,ok
DB0-m3_o113_o22_f0_fsc.sym.17,10.0,298.15,0.359702,1.429,11.5209,114.9767,103.4558,897.98,4.95,1.5,0.05,ok
DB0-m3_o500_o156_f0_fsc.sym.22,10.0,298.15,0.359719,0.9169,7.393,152.5645,145.1715,1963.64,6.99,1.5,0.188,ok
DB0-m3_o1490_o156_f0_fsc.sym.13,10.0,298.15,0.359747,0.9197,7.4161,154.7891,147.373,1987.21,7.01,1.5,0.184,ok
DB0-m3_o1_o153_f0_fsc.sym.41,10.0,298.15,0.359821,1.0861,8.7596,115.1931,106.4335,1215.04,5.21,1.5,0.085,ok
DB0-m3_o51_o4_f0_fsc.sym.2,10.0,298.15,0.359841,0.975,7.8642,119.0627,111.1985,1413.99,5.23,1.5,0.204,ok
DB0-m3_o16_o147_f0_fsc.sym.10,10.0,298.15,0.359931,1.1302,9.1176,130.548,121.4305,1331.83,4.87,1.5,0.088,ok
DB0-m3_o18_o47_f0_fsc.sym.16,10.0,298.15,0.36002,1.1744,9.4769,126.41,116.9331,1233.87,5.63,1.5,0.097,ok
DB0-m3_o490_o22_f0_fsc.sym.1,10.0,298.15,0.360111,1.2385,9.9968,113.7171,103.7203,1037.54,4.29,1.5,0.05,ok
DB0-m3_o18_o51_f0_fsc.sym.30,10.0,298.15,0.360135,1.0138,8.1833,133.4527,125.2694,1530.79,5.81,1.5,0.134,ok
DB0-m15_o14_o97_f0_fsc,10.0,298.15,0.360394,1.1306,9.1328,121.9756,112.8428,1235.58,6.27,1.5,0.058,ok
DB0-m3_o1520_o156_f0_fsc.sym.13,10.0,298.15,0.360552,0.8766,7.0842,144.0563,136.9721,1933.49,7.0,1.5,0.158,ok
DB0-m3_o81_o4_f0_fsc.sym.1,10.0,298.15,0.360737,1.1792,9.5348,117.3482,107.8135,1130.74,5.89,1.5,0.054,ok
DB0-m3_o156_o150_f0_fsc.sym.104,10.0,298.15,0.360946,0.8677,7.0198,159.0795,152.0597,2166.16,6.99,1.5,0.196,ok
DB0-m3_o16_o150_f0_fsc.sym.96,10.0,298.15,0.360973,0.9269,7.4997,129.675,122.1753,1629.07,6.03,1.5,0.133,ok
DB0-m3_o156_o150_f0_fsc.sym.64,10.0,298.15,0.361163,0.7947,6.4333,144.2109,137.7776,2141.62,7.0,1.5,0.234,ok
DB0-m3_o16_o1530_f0_fsc.sym.37,10.0,298.15,0.361171,1.0554,8.5439,127.809,119.265,1395.9,5.2,1.5,0.096,ok
DB0-m3_o490_o155_f0_fsc.sym.33,10.0,298.15,0.361273,0.9734,7.8825,122.0083,114.1258,1447.84,7.03,1.5,0.078,ok
DB1-Al2O6-ADC_B-BDC_B_No167,10.0,298.15,0.361307,1.114,9.0215,97.3618,88.3402,979.22,8.29,1.5,0.05,ok
DB0-m3_o460_o14_f0_fsc.sym.19,10.0,298.15,1.163099,1.4241,37.1261,95.9185,58.7923,158.36,3.72,1.5,0.05,ok
DB0-m3_o51_o15_f0_fsc.sym.14,10.0,298.15,1.176938,1.4597,38.5056,91.4677,52.9621,137.54,5.27,1.5,0.05,ok
DB0-m3_o45_o15_f0_fsc.sym.3,10.0,298.15,1.183004,1.1934,31.6442,105.9846,74.3405,234.93,5.21,1.5,0.05,ok
DB0-m3_o152_o15_f0_fsc.sym.22,10.0,298.15,1.19052,1.287,34.3433,108.3761,74.0328,215.57,5.21,1.5,0.05,ok
DB12-MIMVEJ_freeONLY,10.0,298.15,1.202841,1.3041,35.1596,95.0575,59.8979,170.36,6.2,1.5,0.05,ok
DB12-MIMVEJ_clean,10.0,298.15,1.205441,1.3041,35.2357,95.0575,59.8218,169.78,6.2,1.5,0.05,ok
DB0-m3_o1490_o15_f0_fsc.sym.2,10.0,298.15,1.210615,1.3569,36.8201,96.7741,59.954,162.83,4.3,1.5,0.05,ok
DB0-m3_o51_o15_f0_fsc.sym.3,10.0,298.15,1.215975,1.1702,31.8948,100.2458,68.351,214.3,5.26,1.5,0.05,ok
DB0-m3_o153_o14_f0_fsc.sym.62,10.0,298.15,1.218459,1.2789,34.927,92.1475,57.2204,163.83,5.21,1.5,0.05,ok
DB0-m3_o1480_o15_f0_fsc.sym.16,10.0,298.15,1.241476,1.3447,37.4171,96.631,59.2138,158.25,4.3,1.5,0.05,ok
DB5-hypotheticalMOF_36346_0_0_2_16_2_12,10.0,298.15,1.244383,1.1895,33.1762,103.6176,70.4414,212.33,5.94,1.5,0.05,ok
DB0-m3_o1480_o15_f0_fsc.sym.17,10.0,298.15,1.259484,1.318,37.2083,97.3225,60.1142,161.56,4.3,1.5,0.05,ok
DB0-m3_o152_o15_f0_fsc.sym.16,10.0,298.15,1.263274,1.3562,38.4005,88.8218,50.4213,131.3,5.21,1.5,0.05,ok
DB0-m3_o45_o15_f0_fsc.sym.26,10.0,298.15,1.275869,1.3735,39.2774,98.2962,59.0188,150.26,5.1,1.5,0.05,ok
DB0-m3_o1490_o15_f0_fsc.sym.15,10.0,298.15,1.297713,1.4236,41.4071,92.6201,51.213,123.68,4.29,1.5,0.05,ok
DB0-m3_o1480_o15_f0_fsc.sym.21,10.0,298.15,1.328963,1.5359,45.7504,94.968,49.2176,107.58,4.29,1.5,0.05,ok
DB0-m3_o1490_o15_f0_fsc.sym.3,10.0,298.15,1.333851,1.3408,40.0845,94.0269,53.9424,134.57,4.3,1.5,0.05,ok
DB0-m3_o47_o15_f0_fsc.sym.22,10.0,298.15,1.343039,1.3342,40.1619,93.4717,53.3099,132.74,4.52,1.5,0.05,ok
DB0-m3_o44_o15_f0_fsc.sym.16,10.0,298.15,1.357833,1.2528,38.1274,96.1769,58.0496,152.25,5.43,1.5,0.05,ok
DB0-m3_o49_o14_f0_fsc.sym.2,10.0,298.15,1.364042,1.3152,40.2091,96.164,55.9549,139.16,4.34,1.5,0.05,ok
DB0-m3_o1530_o15_f0_fsc.sym.2,10.0,298.15,1.4106,1.2255,38.7482,84.9655,46.2173,119.28,5.23,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No47,10.0,298.15,1.438703,1.354,43.663,84.1282,40.4652,92.68,6.74,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No223,10.0,298.15,1.445931,1.354,43.8823,84.1282,40.2459,91.71,6.74,1.5,0.05,ok
DB0-m3_o150_o15_f0_fsc.sym.44,10.0,298.15,1.466934,1.405,46.1949,97.5847,51.3899,111.25,6.03,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No149,10.0,298.15,1.477584,1.354,44.843,84.1282,39.2852,87.61,6.74,1.5,0.05,ok
DB0-m3_o470_o15_f0_fsc.sym.17,10.0,298.15,1.48205,1.3522,44.9171,84.8912,39.974,89.0,4.51,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No97,10.0,298.15,1.487332,1.354,45.1388,84.1282,38.9894,86.38,6.74,1.5,0.05,ok
DB0-m3_o45_o15_f0_fsc.sym.18,10.0,298.15,1.550414,1.3125,45.61,103.8408,58.2308,127.67,5.24,1.5,0.05,ok
DB0-m3_o47_o15_f0_fsc.sym.3,10.0,298.15,1.577067,1.3456,47.5665,93.5346,45.9681,96.64,4.51,1.5,0.05,ok
DB0-m3_o490_o15_f0_fsc.sym.4,10.0,298.15,1.645684,1.433,52.8588,112.1994,59.3407,112.26,4.31,1.5,0.05,ok
DB0-m3_o1490_o15_f0_fsc.sym.18,10.0,298.15,1.647941,1.3897,51.3331,89.9109,38.5778,75.15,4.38,1.5,0.05,ok
DB0-m3_o490_o15_f0_fsc.sym.3,10.0,298.15,1.685898,1.3868,52.4037,111.2387,58.8351,112.27,4.29,1.5,0.05,ok
DB0-m3_o1520_o15_f0_fsc.sym.2,10.0,298.15,1.707152,1.2527,47.933,90.4147,42.4817,88.63,5.25,1.5,0.05,ok
DB0-m3_o152_o15_f0_fsc.sym.2,10.0,298.15,1.759566,1.2569,49.5709,83.738,34.1671,68.93,5.25,1.5,0.05,ok
DB0-m3_o1470_o15_f0_fsc.sym.3,10.0,298.15,1.910441,1.4365,61.5129,99.8421,38.3292,62.31,4.32,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No83,10.0,298.15,2.013916,1.3398,60.4778,81.2749,20.797,34.39,6.74,1.5,0.05,ok
DB1-Al2O6-ADC_B-fum_B_No11,10.0,298.15,2.04834,1.3398,61.5116,81.2749,19.7633,32.13,6.74,1.5,0.05,ok
